customer_id,signup_date,plan_type,contract_type,monthly_fee,payment_method,region,is_active,cancel_date
402,2025-03-04,Standard,Annual,19.99,apple_pay,Europe,1,
403,2023-07-12,Premium,Monthly,39.99,paypal,North America,1,
404,2024-03-28,Basic,Monthly,9.99,credit_card,Europe,1,
405,2023-07-21,Standard,Monthly,19.99,paypal,Europe,1,
406,2023-11-13,Standard,Monthly,19.99,credit_card,Asia,1,
407,2023-09-21,Premium,Monthly,39.99,paypal,North America,1,
408,2024-09-25,Standard,Monthly,19.99,paypal,South America,1,
409,2024-10-02,Premium,Monthly,39.99,bank_transfer,North America,1,
410,2024-04-01,Standard,Monthly,19.99,credit_card,Asia,1,
411,2023-10-28,Basic,Monthly,9.99,paypal,Oceania,1,
412,2024-05-06,Basic,Annual,9.99,credit_card,Europe,0,2025-12-27
413,2024-08-15,Standard,Annual,19.99,credit_card,Europe,1,
414,2025-05-12,Basic,Monthly,9.99,bank_transfer,North America,1,
415,2025-09-03,Basic,Monthly,9.99,credit_card,North America,1,
416,2024-05-02,Basic,Annual,9.99,credit_card,Asia,1,
417,2023-02-25,Basic,Monthly,9.99,credit_card,North America,1,
418,2025-03-13,Basic,Annual,9.99,bank_transfer,Asia,1,
419,2024-03-03,Standard,Monthly,19.99,apple_pay,North America,0,2025-01-22
420,2025-01-11,Basic,Monthly,9.99,bank_transfer,Oceania,1,
421,2025-05-18,Basic,Annual,9.99,credit_card,Europe,1,
422,2025-03-18,Basic,Monthly,9.99,credit_card,Europe,0,2025-08-13
423,2024-04-22,Standard,Monthly,19.99,apple_pay,North America,0,2025-10-16
424,2023-06-05,Premium,Annual,39.99,paypal,Europe,1,
425,2024-10-31,Premium,Monthly,39.99,credit_card,Europe,0,2025-05-14
426,2025-02-21,Standard,Monthly,19.99,credit_card,North America,1,
427,2023-08-30,Basic,Monthly,9.99,paypal,North America,1,
428,2024-02-22,Basic,Monthly,9.99,credit_card,South America,1,
429,2025-06-20,Standard,Monthly,19.99,bank_transfer,Asia,1,
430,2025-03-17,Premium,Monthly,39.99,paypal,Europe,1,
431,2023-09-08,Basic,Annual,9.99,credit_card,Europe,1,
432,2025-02-20,Basic,Monthly,9.99,bank_transfer,North America,1,
433,2024-07-09,Premium,Monthly,39.99,bank_transfer,South America,1,
434,2023-12-18,Standard,Monthly,19.99,paypal,North America,0,2025-02-07
435,2024-08-29,Basic,Monthly,9.99,apple_pay,North America,1,
436,2025-07-01,Basic,Monthly,9.99,credit_card,North America,1,
437,2025-01-21,Basic,Monthly,9.99,credit_card,Europe,1,
438,2023-10-31,Basic,Monthly,9.99,apple_pay,North America,0,2024-07-30
439,2024-09-21,Standard,Monthly,19.99,apple_pay,North America,1,
440,2023-01-27,Basic,Monthly,9.99,apple_pay,North America,1,
441,2024-09-20,Standard,Annual,19.99,credit_card,South America,1,
442,2024-03-23,Standard,Monthly,19.99,credit_card,North America,1,
443,2023-05-11,Basic,Annual,9.99,apple_pay,North America,1,
444,2025-05-19,Standard,Monthly,19.99,paypal,North America,1,
445,2023-08-09,Basic,Monthly,9.99,bank_transfer,Europe,1,
446,2024-07-01,Basic,Monthly,9.99,apple_pay,North America,1,
447,2025-10-11,Basic,Monthly,9.99,credit_card,Asia,1,
448,2023-02-13,Standard,Monthly,19.99,apple_pay,Europe,1,
449,2023-12-23,Basic,Monthly,9.99,apple_pay,Asia,0,2025-12-15
450,2025-05-21,Basic,Monthly,9.99,credit_card,North America,0,2025-10-20
451,2024-09-13,Standard,Monthly,19.99,apple_pay,Europe,1,
452,2023-07-06,Standard,Annual,19.99,paypal,North America,1,
453,2023-03-12,Basic,Monthly,9.99,credit_card,Europe,1,
454,2025-05-19,Premium,Monthly,39.99,paypal,Europe,1,
455,2024-01-08,Basic,Annual,9.99,credit_card,Asia,1,
456,2024-02-25,Basic,Annual,9.99,paypal,North America,0,2025-08-31
457,2023-09-16,Premium,Annual,39.99,paypal,North America,1,
458,2024-11-03,Basic,Monthly,9.99,credit_card,North America,1,
459,2023-09-24,Basic,Monthly,9.99,credit_card,Asia,1,
460,2025-05-30,Standard,Monthly,19.99,credit_card,North America,1,
461,2023-01-16,Basic,Monthly,9.99,paypal,North America,1,
462,2024-12-11,Basic,Annual,9.99,apple_pay,Europe,1,
463,2024-01-06,Premium,Monthly,39.99,paypal,Asia,1,
464,2025-03-08,Standard,Monthly,19.99,credit_card,North America,1,
465,2024-02-21,Premium,Monthly,39.99,credit_card,Europe,1,
466,2024-04-22,Basic,Monthly,9.99,apple_pay,Asia,1,
467,2023-10-14,Basic,Monthly,9.99,paypal,North America,0,2024-09-16
468,2025-07-06,Standard,Annual,19.99,credit_card,North America,1,
469,2024-09-23,Premium,Annual,39.99,apple_pay,Asia,1,
470,2023-02-06,Basic,Monthly,9.99,credit_card,North America,1,
471,2024-03-11,Premium,Annual,39.99,paypal,Europe,1,
472,2024-11-23,Premium,Monthly,39.99,credit_card,Asia,1,
473,2023-01-03,Standard,Monthly,19.99,paypal,North America,0,2024-05-13
474,2025-01-20,Basic,Monthly,9.99,credit_card,North America,0,2025-09-03
475,2023-11-15,Premium,Monthly,39.99,apple_pay,North America,1,
476,2025-09-18,Premium,Monthly,39.99,bank_transfer,North America,1,
477,2025-09-27,Premium,Monthly,39.99,bank_transfer,Europe,1,
478,2023-10-02,Basic,Monthly,9.99,paypal,North America,0,2024-12-24
479,2025-04-23,Basic,Monthly,9.99,apple_pay,North America,1,
480,2025-03-06,Basic,Annual,9.99,paypal,Europe,1,
481,2025-07-25,Standard,Annual,19.99,paypal,Asia,1,
482,2025-09-24,Basic,Annual,9.99,credit_card,North America,1,
483,2024-05-25,Standard,Monthly,19.99,credit_card,North America,1,
484,2025-02-21,Basic,Monthly,9.99,credit_card,North America,1,
485,2024-04-07,Basic,Monthly,9.99,credit_card,North America,1,
486,2023-06-07,Premium,Annual,39.99,paypal,South America,0,2024-11-15
487,2023-01-31,Basic,Monthly,9.99,credit_card,Asia,1,
488,2023-08-05,Standard,Monthly,19.99,credit_card,North America,1,
489,2023-08-08,Premium,Annual,39.99,paypal,North America,1,
490,2023-07-19,Standard,Monthly,19.99,credit_card,North America,1,
491,2025-02-23,Basic,Monthly,9.99,apple_pay,North America,1,
492,2024-10-30,Standard,Annual,19.99,credit_card,North America,1,
493,2024-05-20,Premium,Annual,39.99,credit_card,Oceania,1,
494,2024-04-08,Basic,Annual,9.99,credit_card,North America,1,
495,2023-06-15,Basic,Monthly,9.99,credit_card,Europe,0,2024-09-25
496,2024-12-13,Standard,Annual,19.99,credit_card,South America,1,
497,2024-02-24,Standard,Annual,19.99,credit_card,Europe,1,
498,2025-05-20,Standard,Monthly,19.99,credit_card,North America,1,
499,2025-04-18,Basic,Monthly,9.99,credit_card,North America,1,
500,2023-02-14,Standard,Monthly,19.99,apple_pay,Asia,1,
501,2024-06-05,Premium,Monthly,39.99,credit_card,Oceania,1,
502,2025-07-04,Basic,Monthly,9.99,paypal,North America,1,
503,2023-03-11,Standard,Monthly,19.99,credit_card,Asia,0,2024-02-04
504,2025-08-05,Basic,Monthly,9.99,paypal,Asia,1,
505,2025-08-24,Basic,Annual,9.99,paypal,North America,1,
506,2023-02-27,Basic,Monthly,9.99,credit_card,Europe,1,
507,2025-04-17,Standard,Monthly,19.99,bank_transfer,North America,1,
508,2025-07-17,Standard,Monthly,19.99,bank_transfer,North America,0,2025-11-03
509,2025-07-04,Basic,Monthly,9.99,credit_card,Europe,1,
510,2023-05-22,Standard,Monthly,19.99,credit_card,Europe,1,
511,2024-02-23,Standard,Monthly,19.99,credit_card,Europe,1,
512,2024-02-07,Premium,Monthly,39.99,paypal,Europe,1,
513,2025-10-22,Premium,Monthly,39.99,bank_transfer,South America,1,
514,2025-06-07,Standard,Monthly,19.99,apple_pay,Europe,0,2025-09-08
515,2023-06-04,Premium,Monthly,39.99,paypal,South America,0,2024-03-17
516,2024-06-04,Standard,Monthly,19.99,bank_transfer,Europe,1,
517,2023-04-07,Standard,Monthly,19.99,paypal,North America,1,
518,2024-08-08,Standard,Monthly,19.99,credit_card,North America,1,
519,2024-01-29,Premium,Annual,39.99,credit_card,Europe,1,
520,2024-08-15,Standard,Monthly,19.99,bank_transfer,South America,1,
521,2023-07-04,Premium,Monthly,39.99,credit_card,Europe,1,
522,2025-09-14,Basic,Monthly,9.99,credit_card,North America,1,
523,2025-09-21,Basic,Monthly,9.99,bank_transfer,North America,1,
524,2024-01-14,Standard,Monthly,19.99,credit_card,Oceania,1,
525,2023-08-14,Basic,Annual,9.99,credit_card,Asia,0,2024-11-25
526,2025-01-07,Standard,Monthly,19.99,credit_card,North America,1,
527,2023-11-19,Basic,Monthly,9.99,credit_card,Europe,1,
528,2024-08-11,Premium,Monthly,39.99,credit_card,Asia,1,
529,2023-08-05,Standard,Annual,19.99,paypal,Asia,1,
530,2025-03-30,Basic,Annual,9.99,paypal,North America,1,
531,2023-02-01,Standard,Monthly,19.99,bank_transfer,Europe,0,2025-01-22
532,2024-02-07,Standard,Monthly,19.99,credit_card,Asia,1,
533,2023-11-27,Standard,Annual,19.99,apple_pay,South America,1,
534,2024-02-09,Basic,Monthly,9.99,bank_transfer,Europe,0,2025-10-24
535,2024-10-06,Standard,Monthly,19.99,credit_card,North America,1,
536,2023-06-18,Basic,Monthly,9.99,credit_card,Asia,1,
537,2023-10-05,Standard,Monthly,19.99,credit_card,South America,1,
538,2024-04-17,Basic,Monthly,9.99,credit_card,Oceania,0,2025-01-11
539,2023-06-03,Standard,Monthly,19.99,paypal,North America,1,
540,2024-02-15,Premium,Monthly,39.99,paypal,Asia,1,
541,2024-05-28,Premium,Annual,39.99,bank_transfer,Europe,1,
542,2025-01-13,Standard,Monthly,19.99,credit_card,Europe,1,
543,2024-12-03,Basic,Annual,9.99,credit_card,Asia,1,
544,2025-07-06,Standard,Annual,19.99,bank_transfer,North America,1,
545,2024-06-18,Premium,Monthly,39.99,bank_transfer,North America,0,2025-05-24
546,2023-01-03,Premium,Annual,39.99,credit_card,North America,1,
547,2025-02-19,Basic,Annual,9.99,credit_card,North America,1,
548,2025-02-19,Standard,Monthly,19.99,paypal,South America,1,
549,2024-05-26,Basic,Monthly,9.99,credit_card,Oceania,1,
550,2024-01-27,Premium,Monthly,39.99,paypal,South America,1,
551,2023-08-23,Basic,Monthly,9.99,apple_pay,Europe,1,
552,2024-08-28,Premium,Monthly,39.99,bank_transfer,Europe,1,
553,2025-01-17,Premium,Monthly,39.99,credit_card,Asia,1,
554,2024-11-04,Premium,Monthly,39.99,credit_card,North America,1,
555,2024-04-26,Basic,Monthly,9.99,credit_card,Asia,0,2024-10-22
556,2024-11-15,Premium,Monthly,39.99,credit_card,Europe,0,2025-05-01
557,2025-09-24,Standard,Monthly,19.99,paypal,North America,1,
558,2024-11-08,Basic,Monthly,9.99,credit_card,North America,1,
559,2024-02-24,Basic,Monthly,9.99,credit_card,North America,1,
560,2024-11-06,Basic,Monthly,9.99,paypal,North America,1,
561,2025-09-23,Basic,Monthly,9.99,credit_card,North America,1,
562,2024-08-13,Standard,Monthly,19.99,credit_card,North America,1,
563,2023-02-13,Basic,Annual,9.99,bank_transfer,Asia,1,
564,2023-01-09,Premium,Annual,39.99,bank_transfer,South America,1,
565,2023-08-18,Standard,Annual,19.99,credit_card,Asia,1,
566,2023-07-27,Standard,Annual,19.99,apple_pay,South America,1,
567,2023-02-12,Basic,Annual,9.99,credit_card,Asia,1,
568,2023-07-31,Basic,Annual,9.99,paypal,North America,1,
569,2023-09-22,Premium,Monthly,39.99,credit_card,North America,1,
570,2024-05-21,Standard,Monthly,19.99,credit_card,North America,1,
571,2023-07-23,Premium,Monthly,39.99,credit_card,North America,1,
572,2025-09-02,Basic,Monthly,9.99,paypal,South America,1,
573,2024-01-31,Premium,Annual,39.99,credit_card,Asia,1,
574,2025-08-12,Basic,Annual,9.99,apple_pay,North America,1,
575,2025-10-19,Premium,Monthly,39.99,credit_card,Europe,1,
576,2025-03-17,Basic,Monthly,9.99,paypal,Europe,1,
577,2024-05-26,Basic,Monthly,9.99,credit_card,North America,0,2025-01-05
578,2023-03-07,Standard,Monthly,19.99,apple_pay,Asia,0,2025-01-31
579,2025-08-12,Basic,Monthly,9.99,credit_card,Europe,1,
580,2025-01-16,Standard,Monthly,19.99,paypal,North America,1,
581,2024-02-05,Basic,Monthly,9.99,apple_pay,Europe,1,
582,2024-06-26,Standard,Monthly,19.99,credit_card,Europe,0,2025-09-23
583,2023-08-01,Standard,Monthly,19.99,paypal,Europe,1,
584,2024-05-02,Standard,Annual,19.99,credit_card,North America,1,
585,2024-08-19,Basic,Monthly,9.99,credit_card,Asia,1,
586,2025-10-24,Basic,Monthly,9.99,credit_card,Europe,1,
587,2024-11-10,Standard,Monthly,19.99,paypal,Europe,1,
588,2025-04-01,Basic,Monthly,9.99,apple_pay,Europe,1,
589,2025-10-31,Basic,Annual,9.99,apple_pay,Asia,1,
590,2024-08-22,Basic,Annual,9.99,bank_transfer,South America,1,
591,2025-02-11,Standard,Monthly,19.99,apple_pay,Europe,1,
592,2023-09-08,Basic,Monthly,9.99,credit_card,Asia,1,
593,2023-11-02,Standard,Annual,19.99,bank_transfer,Europe,1,
594,2025-05-01,Standard,Annual,19.99,credit_card,North America,1,
595,2024-12-21,Standard,Monthly,19.99,credit_card,Asia,1,
596,2025-07-22,Basic,Monthly,9.99,paypal,Asia,1,
597,2025-06-11,Standard,Monthly,19.99,credit_card,Europe,1,
598,2023-03-17,Standard,Monthly,19.99,credit_card,North America,0,2024-04-17
599,2023-05-18,Basic,Annual,9.99,credit_card,North America,1,
600,2023-05-09,Premium,Annual,39.99,paypal,North America,1,
601,2024-05-03,Premium,Monthly,39.99,credit_card,North America,1,
602,2025-06-20,Basic,Monthly,9.99,credit_card,North America,1,
603,2024-03-12,Premium,Monthly,39.99,paypal,North America,1,
604,2025-08-14,Basic,Monthly,9.99,paypal,North America,1,
605,2025-06-16,Basic,Monthly,9.99,credit_card,North America,1,
606,2024-07-06,Premium,Monthly,39.99,credit_card,North America,1,
607,2024-01-02,Basic,Monthly,9.99,credit_card,North America,1,
608,2023-10-22,Basic,Monthly,9.99,credit_card,Europe,0,2025-01-09
609,2025-05-18,Basic,Monthly,9.99,apple_pay,North America,1,
610,2023-04-19,Basic,Monthly,9.99,credit_card,Asia,0,2024-06-02
611,2023-11-10,Premium,Annual,39.99,apple_pay,Europe,1,
612,2023-12-16,Standard,Monthly,19.99,paypal,Europe,0,2024-07-23
613,2024-09-21,Premium,Monthly,39.99,bank_transfer,Europe,1,
614,2024-11-12,Premium,Monthly,39.99,credit_card,North America,1,
615,2025-01-31,Premium,Monthly,39.99,paypal,Europe,1,
616,2024-06-16,Basic,Annual,9.99,credit_card,Asia,1,
617,2023-02-04,Standard,Monthly,19.99,bank_transfer,North America,1,
618,2023-01-01,Basic,Monthly,9.99,paypal,Europe,0,2024-02-21
619,2025-05-12,Standard,Monthly,19.99,credit_card,Europe,1,
620,2024-10-15,Basic,Monthly,9.99,apple_pay,Europe,1,
621,2024-08-06,Basic,Monthly,9.99,bank_transfer,Asia,0,2025-02-21
622,2024-08-03,Standard,Monthly,19.99,paypal,South America,1,
623,2024-12-31,Basic,Annual,9.99,credit_card,Asia,1,
624,2024-02-09,Standard,Monthly,19.99,bank_transfer,Asia,1,
625,2024-06-01,Standard,Annual,19.99,credit_card,Europe,1,
626,2025-09-20,Premium,Monthly,39.99,apple_pay,North America,1,
627,2024-05-13,Premium,Annual,39.99,paypal,Europe,1,
628,2025-05-07,Basic,Monthly,9.99,bank_transfer,Asia,1,
629,2023-07-31,Basic,Monthly,9.99,credit_card,North America,0,2024-05-12
630,2023-11-17,Basic,Monthly,9.99,paypal,Europe,1,
631,2025-03-08,Basic,Annual,9.99,credit_card,Europe,1,
632,2025-04-01,Premium,Monthly,39.99,paypal,North America,0,2025-12-29
633,2024-09-09,Standard,Annual,19.99,paypal,Oceania,1,
634,2023-11-29,Standard,Monthly,19.99,apple_pay,Europe,1,
635,2023-04-15,Standard,Monthly,19.99,apple_pay,Asia,0,2025-10-29
636,2025-06-16,Standard,Monthly,19.99,paypal,Europe,1,
637,2023-04-19,Standard,Monthly,19.99,bank_transfer,North America,1,
638,2025-07-18,Basic,Monthly,9.99,paypal,Asia,0,2025-11-23
639,2025-08-30,Basic,Monthly,9.99,credit_card,Europe,0,2025-11-27
640,2024-03-24,Standard,Monthly,19.99,apple_pay,Europe,0,2025-01-28
641,2025-10-18,Basic,Monthly,9.99,bank_transfer,Europe,0,2025-12-30
642,2024-04-04,Premium,Monthly,39.99,paypal,Asia,0,2025-06-03
643,2025-05-07,Premium,Monthly,39.99,paypal,Asia,1,
644,2024-12-14,Standard,Annual,19.99,credit_card,Asia,1,
645,2025-10-11,Basic,Monthly,9.99,credit_card,Europe,1,
646,2024-03-11,Basic,Monthly,9.99,apple_pay,North America,1,
647,2023-02-12,Premium,Monthly,39.99,paypal,Europe,1,
648,2023-11-06,Standard,Annual,19.99,credit_card,Asia,1,
649,2023-05-23,Basic,Annual,9.99,credit_card,Asia,0,2025-12-15
650,2024-10-29,Basic,Annual,9.99,credit_card,South America,1,
651,2023-09-04,Standard,Monthly,19.99,credit_card,North America,1,
652,2024-02-29,Basic,Monthly,9.99,paypal,Europe,1,
653,2024-09-22,Premium,Monthly,39.99,credit_card,North America,1,
654,2024-04-07,Standard,Monthly,19.99,bank_transfer,North America,1,
655,2023-09-11,Standard,Annual,19.99,bank_transfer,Asia,1,
656,2024-09-16,Standard,Monthly,19.99,credit_card,Europe,0,2025-01-17
657,2023-09-25,Premium,Monthly,39.99,apple_pay,North America,1,
658,2024-03-08,Basic,Monthly,9.99,credit_card,Europe,0,2025-09-28
659,2023-01-09,Standard,Monthly,19.99,paypal,South America,1,
660,2023-08-31,Premium,Monthly,39.99,credit_card,Europe,0,2025-02-09
661,2023-04-22,Premium,Monthly,39.99,credit_card,Asia,1,
662,2024-09-27,Standard,Annual,19.99,paypal,North America,1,
663,2024-06-27,Basic,Monthly,9.99,credit_card,Europe,0,2025-12-07
664,2024-02-29,Standard,Monthly,19.99,bank_transfer,North America,1,
665,2024-05-30,Basic,Monthly,9.99,bank_transfer,South America,0,2025-03-03
666,2025-02-18,Standard,Monthly,19.99,bank_transfer,Europe,1,
667,2023-12-26,Basic,Annual,9.99,credit_card,Asia,1,
668,2024-04-10,Basic,Monthly,9.99,credit_card,Europe,1,
669,2023-03-25,Basic,Monthly,9.99,credit_card,Asia,0,2025-03-23
670,2025-02-08,Standard,Monthly,19.99,credit_card,Europe,1,
671,2024-04-17,Standard,Monthly,19.99,paypal,North America,0,2024-12-15
672,2025-07-21,Basic,Monthly,9.99,apple_pay,Asia,1,
673,2024-10-12,Premium,Monthly,39.99,credit_card,North America,0,2025-05-03
674,2024-12-10,Premium,Monthly,39.99,credit_card,North America,1,
675,2023-04-15,Basic,Annual,9.99,apple_pay,Europe,1,
676,2023-12-18,Basic,Monthly,9.99,credit_card,Asia,1,
677,2024-02-25,Basic,Annual,9.99,credit_card,North America,1,
678,2025-05-14,Basic,Annual,9.99,credit_card,Europe,0,2025-12-21
679,2024-06-06,Standard,Monthly,19.99,bank_transfer,Oceania,1,
680,2024-11-27,Standard,Monthly,19.99,bank_transfer,North America,0,2025-10-25
681,2023-09-21,Standard,Monthly,19.99,bank_transfer,Oceania,1,
682,2025-07-13,Standard,Monthly,19.99,bank_transfer,Asia,0,2025-11-20
683,2024-07-18,Standard,Monthly,19.99,credit_card,Europe,0,2025-04-29
684,2023-09-10,Standard,Monthly,19.99,bank_transfer,North America,0,2024-08-30
685,2024-12-25,Basic,Annual,9.99,credit_card,North America,1,
686,2023-02-04,Premium,Annual,39.99,paypal,Asia,1,
687,2023-11-27,Standard,Monthly,19.99,paypal,Europe,1,
688,2023-03-23,Standard,Annual,19.99,credit_card,North America,0,2024-01-07
689,2025-04-02,Standard,Monthly,19.99,credit_card,Oceania,1,
690,2025-02-13,Basic,Monthly,9.99,credit_card,Europe,1,
691,2024-01-01,Standard,Annual,19.99,credit_card,Asia,1,
692,2023-01-11,Premium,Monthly,39.99,paypal,Asia,0,2025-03-08
693,2024-04-07,Basic,Annual,9.99,credit_card,North America,1,
694,2023-11-28,Premium,Monthly,39.99,credit_card,North America,1,
695,2023-11-30,Premium,Monthly,39.99,bank_transfer,Europe,1,
696,2025-09-27,Premium,Monthly,39.99,credit_card,Asia,1,
697,2025-04-05,Basic,Monthly,9.99,credit_card,North America,1,
698,2023-03-06,Premium,Monthly,39.99,paypal,North America,1,
699,2023-05-28,Premium,Annual,39.99,credit_card,Europe,1,
700,2024-01-05,Basic,Monthly,9.99,paypal,Europe,0,2025-04-09
701,2025-01-18,Standard,Annual,19.99,credit_card,Europe,1,
702,2023-06-05,Basic,Monthly,9.99,credit_card,North America,1,
703,2023-01-22,Basic,Monthly,9.99,paypal,North America,0,2024-04-12
704,2023-11-16,Standard,Monthly,19.99,credit_card,Oceania,1,
705,2023-03-26,Standard,Annual,19.99,bank_transfer,North America,1,
706,2024-07-23,Premium,Annual,39.99,credit_card,Europe,1,
707,2025-05-24,Standard,Monthly,19.99,paypal,Europe,1,
708,2023-01-08,Premium,Monthly,39.99,credit_card,North America,1,
709,2025-09-26,Basic,Monthly,9.99,credit_card,North America,1,
710,2024-11-25,Basic,Annual,9.99,paypal,Oceania,1,
711,2024-11-06,Premium,Annual,39.99,credit_card,North America,1,
712,2025-03-01,Basic,Monthly,9.99,credit_card,Europe,1,
713,2024-05-07,Basic,Monthly,9.99,credit_card,North America,1,
714,2024-07-10,Basic,Monthly,9.99,credit_card,Asia,1,
715,2025-02-20,Standard,Monthly,19.99,credit_card,Europe,1,
716,2023-08-24,Basic,Monthly,9.99,credit_card,Europe,1,
717,2025-08-21,Basic,Monthly,9.99,credit_card,North America,1,
718,2025-04-22,Basic,Annual,9.99,paypal,Europe,1,
719,2025-09-11,Basic,Monthly,9.99,bank_transfer,North America,0,2025-11-10
720,2025-09-25,Standard,Annual,19.99,credit_card,North America,1,
721,2024-01-16,Standard,Annual,19.99,paypal,Europe,0,2025-12-26
722,2025-05-18,Standard,Monthly,19.99,apple_pay,Europe,1,
723,2024-08-04,Standard,Monthly,19.99,paypal,Europe,1,
724,2024-07-05,Basic,Monthly,9.99,credit_card,Europe,1,
725,2025-08-09,Basic,Annual,9.99,apple_pay,Europe,1,
726,2024-07-19,Basic,Annual,9.99,credit_card,Europe,0,2025-06-11
727,2024-07-27,Premium,Monthly,39.99,credit_card,North America,1,
728,2024-06-23,Basic,Monthly,9.99,credit_card,Europe,1,
729,2025-04-30,Basic,Monthly,9.99,credit_card,Europe,1,
730,2024-05-14,Premium,Monthly,39.99,credit_card,North America,1,
731,2024-10-08,Standard,Annual,19.99,credit_card,Europe,1,
732,2023-11-03,Basic,Monthly,9.99,bank_transfer,South America,1,
733,2023-04-29,Standard,Annual,19.99,credit_card,Asia,0,2024-02-21
734,2023-11-17,Basic,Annual,9.99,credit_card,North America,1,
735,2024-08-14,Basic,Monthly,9.99,credit_card,Asia,0,2025-05-07
736,2023-10-06,Basic,Monthly,9.99,apple_pay,Europe,1,
737,2023-03-08,Basic,Monthly,9.99,bank_transfer,North America,1,
738,2023-08-21,Basic,Monthly,9.99,credit_card,Europe,1,
739,2023-08-03,Standard,Monthly,19.99,paypal,Europe,1,
740,2025-03-17,Basic,Monthly,9.99,paypal,Europe,1,
741,2024-01-08,Premium,Monthly,39.99,paypal,North America,1,
742,2023-01-01,Basic,Monthly,9.99,paypal,Europe,0,2025-12-21
743,2024-05-26,Standard,Monthly,19.99,credit_card,North America,1,
744,2024-07-18,Standard,Annual,19.99,credit_card,Europe,1,
745,2025-03-22,Basic,Annual,9.99,credit_card,Asia,1,
746,2023-10-09,Premium,Monthly,39.99,credit_card,North America,1,
747,2025-01-20,Basic,Monthly,9.99,credit_card,Asia,1,
748,2024-01-02,Standard,Annual,19.99,credit_card,Europe,1,
749,2025-05-26,Standard,Monthly,19.99,bank_transfer,North America,1,
750,2023-07-26,Standard,Annual,19.99,paypal,Asia,1,
751,2023-12-23,Standard,Monthly,19.99,apple_pay,North America,1,
752,2023-11-06,Basic,Monthly,9.99,paypal,North America,1,
753,2025-05-21,Basic,Monthly,9.99,credit_card,North America,0,2025-10-28
754,2024-01-28,Basic,Monthly,9.99,bank_transfer,Europe,1,
755,2023-08-29,Basic,Annual,9.99,apple_pay,South America,1,
756,2025-03-15,Basic,Monthly,9.99,paypal,North America,1,
757,2023-12-17,Basic,Annual,9.99,paypal,North America,1,
758,2024-02-24,Standard,Monthly,19.99,paypal,North America,1,
759,2023-11-21,Basic,Monthly,9.99,credit_card,Asia,1,
760,2023-12-28,Basic,Monthly,9.99,credit_card,Asia,0,2024-08-02
761,2025-01-04,Standard,Monthly,19.99,credit_card,South America,1,
762,2024-08-14,Standard,Monthly,19.99,paypal,Europe,1,
763,2024-12-03,Basic,Annual,9.99,credit_card,Europe,1,
764,2025-06-21,Premium,Monthly,39.99,bank_transfer,Asia,0,2025-09-12
765,2023-07-16,Basic,Monthly,9.99,apple_pay,North America,0,2025-09-08
766,2024-04-22,Basic,Monthly,9.99,paypal,North America,1,
767,2023-07-09,Standard,Monthly,19.99,credit_card,North America,0,2025-10-29
768,2024-12-24,Premium,Monthly,39.99,paypal,North America,1,
769,2024-02-21,Basic,Monthly,9.99,credit_card,Europe,0,2025-12-23
770,2024-08-29,Basic,Monthly,9.99,paypal,North America,1,
771,2024-03-09,Premium,Monthly,39.99,bank_transfer,Europe,1,
772,2025-07-03,Basic,Annual,9.99,credit_card,North America,1,
773,2023-01-06,Standard,Annual,19.99,bank_transfer,Europe,1,
774,2023-07-03,Standard,Annual,19.99,credit_card,North America,1,
775,2025-01-07,Basic,Monthly,9.99,bank_transfer,South America,0,2025-04-12
776,2023-03-18,Standard,Monthly,19.99,paypal,Europe,1,
777,2025-06-26,Standard,Monthly,19.99,credit_card,Europe,1,
778,2025-03-25,Basic,Monthly,9.99,credit_card,Europe,1,
779,2023-10-25,Basic,Monthly,9.99,credit_card,Asia,1,
780,2024-01-28,Premium,Monthly,39.99,bank_transfer,South America,1,
781,2023-12-28,Basic,Monthly,9.99,credit_card,Europe,0,2024-10-25
782,2023-01-23,Basic,Monthly,9.99,credit_card,North America,1,
783,2023-01-10,Basic,Monthly,9.99,paypal,North America,1,
784,2023-02-28,Basic,Annual,9.99,paypal,Asia,1,
785,2025-09-14,Basic,Monthly,9.99,paypal,Europe,1,
786,2024-11-25,Basic,Monthly,9.99,credit_card,Asia,1,
787,2025-10-09,Standard,Monthly,19.99,paypal,North America,1,
788,2025-03-30,Premium,Monthly,39.99,credit_card,Asia,1,
789,2024-04-18,Basic,Monthly,9.99,credit_card,North America,0,2025-02-23
790,2023-03-14,Basic,Monthly,9.99,credit_card,Oceania,1,
791,2025-08-21,Basic,Monthly,9.99,credit_card,North America,0,2025-10-15
792,2023-03-08,Basic,Monthly,9.99,credit_card,Europe,0,2024-03-05
793,2024-11-27,Basic,Annual,9.99,apple_pay,Europe,1,
794,2024-09-08,Basic,Monthly,9.99,credit_card,Europe,0,2025-12-22
795,2025-01-02,Basic,Monthly,9.99,paypal,Europe,0,2025-08-30
796,2025-07-18,Standard,Monthly,19.99,credit_card,Asia,1,
797,2023-01-11,Standard,Monthly,19.99,credit_card,North America,1,
798,2023-12-28,Premium,Monthly,39.99,credit_card,North America,1,
799,2023-06-03,Standard,Annual,19.99,bank_transfer,Asia,1,
800,2023-05-26,Standard,Annual,19.99,credit_card,Asia,1,
801,2025-05-01,Premium,Monthly,39.99,credit_card,North America,1,
802,2023-08-11,Standard,Monthly,19.99,credit_card,Asia,1,
803,2023-06-22,Standard,Annual,19.99,credit_card,North America,1,
