customer_id,total_logins,logins_last_30d,logins_prev_30d,engagement_trend,avg_session_minutes,session_minutes_trend,active_days,days_since_last_activity,total_purchases,purchases_last_30d,purchases_prev_30d,purchase_frequency,purchase_frequency_trend,avg_order_value,total_spend,spend_trend,distinct_product_categories,activity_gap_std,coefficient_of_variation_sessions,active_weeks_ratio,tenure_months,recency_days,support_tickets_count,late_or_missed_payments,plan_type,contract_type,monthly_fee,payment_method,region,churn
603,399,14.0,18,-0.21052631578947367,14.289974937343358,0.146416437469665,430,4,87.0,4.0,6.0,4.018634294385433,-0.2857142857142857,33.48068965517241,2912.82,-0.5747522619560534,6,0.8440856981087252,0.2630222553831281,0.9984825493171472,21.64914586070959,4,2.0,0,Premium,Monthly,39.99,paypal,North America,0
604,88,25.0,12,1.0,30.810227272727275,0.08667768595041322,94,1,11.0,2.0,2.0,2.4089208633093526,0.0,21.02090909090909,231.23,0.6400905432595573,6,0.9279817186379414,0.26776694716592053,1.0,4.566360052562418,1,1.0,0,Basic,Monthly,9.99,paypal,North America,0
605,64,8.0,11,-0.25,39.9875,-0.051548774849745814,86,1,32.0,8.0,3.0,4.91959595959596,1.25,40.0725,1282.32,7.537631507957918,6,1.9223730666244034,0.24355352215897652,0.98989898989899,6.504599211563732,1,0.0,0,Basic,Monthly,9.99,credit_card,North America,0
606,199,4.0,10,-0.5454545454545454,13.309045226130653,-0.09207630227439464,219,14,31.0,2.0,0.0,1.7378268876611418,2.0,46.08709677419355,1428.7,0.0,6,1.7404455280998952,0.2526327870942255,0.992633517495396,17.83837056504599,14,3.0,0,Premium,Monthly,39.99,credit_card,North America,0
607,233,7.0,7,0.0,40.61716738197425,0.3055436183927805,290,1,73.0,3.0,4.0,3.048175582990398,-0.2,33.728493150684926,2462.18,-0.8275239891741163,6,1.8876495640308684,0.2643310120221377,0.9890260631001372,23.94875164257556,1,5.0,0,Basic,Monthly,9.99,credit_card,North America,0
608,251,8.0,12,-0.3076923076923077,19.13187250996016,-0.178965717606043,259,2,31.0,0.0,1.0,2.1205393258426968,-0.5,51.016774193548386,1581.52,0.0,6,1.216528455657874,0.2894106935409563,1.0,14.61892247043364,2,5.0,0,Basic,Monthly,9.99,credit_card,Europe,1
609,54,8.0,8,0.0,32.51481481481481,-0.002226345083488025,78,1,30.0,4.0,6.0,4.022907488986784,-0.2857142857142857,32.13333333333333,964.0,-0.04125656167979003,6,2.2614484316220547,0.29267673094408847,0.9559471365638766,7.457293035479632,1,0.0,0,Basic,Monthly,9.99,apple_pay,North America,0
610,187,6.0,9,-0.3,14.539037433155082,-0.3921200750469042,219,12,59.0,0.0,3.0,4.380390243902439,-0.75,39.88694915254237,2353.33,0.0,6,1.339537279605002,0.2807884667244019,0.9902439024390244,13.469119579500656,12,5.0,0,Basic,Monthly,9.99,credit_card,Asia,1
611,521,20.0,19,0.05,13.96756238003839,0.04513212795549352,540,1,62.0,2.0,6.0,2.4134015345268547,-0.5714285714285714,39.267580645161296,2434.59,-0.944407274496685,6,0.7918578910745809,0.24785146698682195,1.0,25.689881734559787,1,8.0,0,Premium,Annual,39.99,apple_pay,Europe,0
612,134,12.0,17,-0.2777777777777778,16.58582089552239,-0.2476336658992069,144,6,19.0,1.0,1.0,2.628909090909091,0.0,36.893157894736845,700.97,-0.8458925918064105,6,0.8710292832121886,0.3403454043257409,1.0,7.227332457293035,6,4.0,0,Standard,Monthly,19.99,paypal,Europe,1
613,323,20.0,17,0.16666666666666666,22.48111455108359,-0.07543103448275862,341,1,55.0,3.0,4.0,3.592703862660944,-0.2,38.265454545454546,2104.6,0.2736990973753171,6,0.7267418657073874,0.26430636347769615,1.0,15.308804204993429,1,2.0,0,Premium,Monthly,39.99,bank_transfer,Europe,0
614,254,18.0,18,0.0,36.70472440944882,0.15657107805551299,275,1,58.0,4.0,3.0,4.264541062801933,0.25,32.570689655172416,1889.1000000000001,1.3370662460567821,6,0.8396872814460011,0.2578315021502153,1.0,13.600525624178712,1,1.0,0,Premium,Monthly,39.99,credit_card,North America,0
615,194,21.0,21,0.0,33.021649484536084,-0.047026479525394294,208,1,38.0,4.0,4.0,3.4632335329341317,0.0,47.65526315789474,1810.9,-0.6154833668229515,6,0.9686953187225513,0.26204989528270944,1.0,10.972404730617608,1,1.0,0,Premium,Monthly,39.99,paypal,Europe,0
616,377,19.0,21,-0.09090909090909091,38.287267904509285,0.04474520449253167,384,1,30.0,1.0,0.0,1.62202486678508,1.0,28.974,869.22,0.0,6,0.86729711412614,0.2671076898168802,1.0,18.495400788436267,1,2.0,0,Basic,Annual,9.99,credit_card,Asia,0
617,686,19.0,22,-0.13043478260869565,37.37536443148688,-0.005149141196807496,734,3,136.0,6.0,3.0,3.9018284637134775,0.75,30.27110294117647,4116.87,0.6429543392803145,6,0.7564841827059904,0.237609470544074,1.0,34.85545335085414,3,9.0,0,Standard,Monthly,19.99,bank_transfer,North America,0
618,270,9.0,13,-0.2857142857142857,18.031851851851854,-0.1684490636139981,287,5,55.0,2.0,5.0,4.024519230769231,-0.5,41.308181818181815,2271.95,-0.6752975022884791,6,0.8982596076078434,0.26070593277215326,0.9927884615384615,13.66622864651774,5,3.0,0,Basic,Monthly,9.99,paypal,Europe,1
619,75,9.0,13,-0.2857142857142857,21.0,-0.07809608409208679,96,2,27.0,4.0,7.0,3.5273819742489274,-0.375,37.09703703703704,1001.62,-0.7286406690531251,6,1.8483975081849355,0.25914658568315846,1.0,7.654402102496714,2,1.0,0,Standard,Monthly,19.99,credit_card,Europe,0
620,273,17.0,16,0.058823529411764705,15.554212454212454,-0.0026525198938991794,293,2,44.0,2.0,3.0,3.0302262443438917,-0.25,47.86727272727273,2106.16,0.1650827173530445,6,0.7842660266667948,0.27751014758049697,1.0,14.520367936925098,2,3.0,0,Basic,Monthly,9.99,apple_pay,Europe,0
621,46,6.0,10,-0.36363636363636365,12.554347826086957,-0.48532948532948533,65,2,16.0,0.0,1.0,2.4474371859296484,-0.5,51.05875,816.94,0.0,6,2.5653657030677306,0.39201231671642583,0.9145728643216081,6.5374507227332455,2,4.0,0,Basic,Monthly,9.99,bank_transfer,Asia,1
622,257,14.0,17,-0.16666666666666666,14.14941634241245,-0.06785199670646361,278,1,30.0,1.0,0.0,1.7732038834951456,1.0,59.895999999999994,1796.8799999999999,0.0,6,1.3135633397432334,0.2544620548064125,1.0,16.918528252299605,1,4.0,0,Standard,Monthly,19.99,paypal,South America,0
623,156,19.0,17,0.1111111111111111,17.196153846153845,-0.004953560371517148,172,1,28.0,2.0,2.0,2.3351232876712333,0.0,38.26107142857143,1071.31,-0.5803382663847779,6,1.7676331643709255,0.23567475665326512,0.958904109589041,11.990801576872535,1,2.0,0,Basic,Annual,9.99,credit_card,Asia,0
624,339,18.0,17,0.05555555555555555,19.737758112094397,0.004135455680399528,368,1,58.0,4.0,2.0,2.5550217076700434,0.6666666666666666,49.03051724137931,2843.77,0.2242666666666666,6,1.205046638587205,0.24081404465968184,1.0,22.700394218134033,1,7.0,0,Standard,Monthly,19.99,bank_transfer,Asia,0
625,323,15.0,16,-0.058823529411764705,33.27399380804953,0.05210267613326053,344,1,42.0,0.0,0.0,2.2119031141868515,0.0,43.170952380952386,1813.18,0.0,6,1.0207804548209183,0.24746518507520576,1.0,18.988173455978973,1,6.0,0,Standard,Annual,19.99,credit_card,Europe,0
626,28,9.0,7,0.25,16.232142857142858,0.10570570570570577,35,3,8.0,1.0,5.0,2.387450980392157,-0.6666666666666666,27.30625,218.45,-0.9483330522291561,6,2.16107189354155,0.278737417811509,0.9607843137254902,3.350854139290407,3,0.0,0,Premium,Monthly,39.99,apple_pay,North America,0
627,303,18.0,18,0.0,13.955775577557757,0.12047713717693852,317,1,26.0,3.0,0.0,1.3256951423785597,3.0,44.495769230769234,1156.89,0.0,6,1.1784175288123373,0.2517276000819224,0.9966499162479061,19.612352168199735,1,3.0,0,Premium,Annual,39.99,paypal,Europe,0
628,69,6.0,7,-0.125,20.59565217391304,-0.11228725612287255,87,2,21.0,1.0,3.0,2.6858823529411766,-0.5,45.71333333333333,959.98,-0.9110171676032377,6,2.052658347789436,0.29074281782070255,1.0,7.818659658344283,2,2.0,0,Basic,Monthly,9.99,bank_transfer,Asia,0
629,99,6.0,10,-0.36363636363636365,37.84141414141414,-0.19541677159405685,110,18,18.0,0.0,1.0,1.9158041958041958,-0.5,39.79777777777778,716.36,0.0,6,1.4616516056304014,0.25333473634657966,0.9545454545454546,9.395532194480946,18,2.0,0,Basic,Monthly,9.99,credit_card,North America,1
630,378,16.0,13,0.21428571428571427,21.798412698412697,0.04764573991031407,400,2,45.0,0.0,1.0,1.767483870967742,-0.5,31.449333333333335,1415.22,0.0,6,1.3434241150104185,0.25849375832400906,1.0,25.45992115637319,2,11.0,0,Basic,Monthly,9.99,paypal,Europe,0
631,199,21.0,23,-0.08333333333333333,21.45025125628141,-0.004579997599194818,208,3,20.0,2.0,1.0,2.0429530201342283,0.5,70.2705,1405.4099999999999,-0.44431554524361944,6,0.7193219973200637,0.25076621831621837,1.0,9.789750328515112,3,1.0,0,Basic,Annual,9.99,credit_card,Europe,0
632,172,8.0,15,-0.4375,24.212209302325583,-0.14103812969663237,178,8,20.0,0.0,0.0,2.238235294117647,0.0,32.32,646.4,0.0,6,0.9718693565623733,0.26542283316206444,0.9779411764705883,8.935611038107753,8,1.0,0,Premium,Monthly,39.99,paypal,North America,1
633,217,11.0,17,-0.3333333333333333,19.696774193548386,0.12504353883664235,243,1,41.0,2.0,4.0,2.6109623430962343,-0.4,57.792682926829265,2369.5,-0.9333142119604187,6,1.507568096340619,0.24252422482339547,0.9811715481171547,15.703022339027594,1,0.0,0,Standard,Annual,19.99,paypal,Oceania,0
634,370,12.0,17,-0.2777777777777778,23.734324324324326,-0.11247765601927419,420,1,91.0,6.0,4.0,3.6304587155963306,0.4,42.394065934065935,3857.86,0.4989305181811909,6,1.2497364717472428,0.2507845621768232,1.0,25.065703022339026,1,9.0,0,Standard,Monthly,19.99,apple_pay,Europe,0
635,508,17.0,12,0.38461538461538464,31.157874015748032,-0.3074732397132475,548,3,73.0,2.0,2.0,2.394525862068966,0.0,44.56383561643836,3253.1600000000003,0.05737994350282486,6,1.0990696711949668,0.26273528879027647,0.9956896551724137,30.486202365308802,3,13.0,0,Standard,Monthly,19.99,apple_pay,Asia,1
636,119,18.0,19,-0.05,33.5655462184874,-0.165413000283849,123,2,14.0,1.0,1.0,2.152323232323232,0.0,30.850714285714282,431.90999999999997,11.200677392040642,6,0.9141439300131244,0.2645531487870722,1.0,6.504599211563732,2,1.0,0,Standard,Monthly,19.99,paypal,Europe,0
637,458,13.0,17,-0.2222222222222222,44.482096069868994,-0.08546484769061054,501,2,75.0,6.0,2.0,2.31306990881459,1.3333333333333333,44.638133333333336,3347.86,0.4484004127966975,6,1.3771845462933066,0.25875734663274425,1.0,32.42444152431012,2,9.0,0,Standard,Monthly,19.99,bank_transfer,North America,0
638,61,8.0,16,-0.47058823529411764,17.12295081967213,-0.26646706586826346,64,2,5.0,0.0,1.0,1.1890625,-0.5,67.24600000000001,336.23,0.0,6,1.524001524002286,0.4519162176827977,1.0,4.204993429697766,2,1.0,0,Basic,Monthly,9.99,paypal,Asia,1
639,39,7.0,13,-0.42857142857142855,32.06923076923077,-0.1674732223512711,42,2,3.0,1.0,1.0,1.026067415730337,0.0,28.336666666666662,85.00999999999999,0.17861975642760491,6,1.7203941692417397,0.2872556404879007,1.0,2.923784494086728,2,1.0,0,Basic,Monthly,9.99,credit_card,Europe,1
640,158,9.0,14,-0.3333333333333333,37.71645569620253,-0.14467063656926557,174,13,43.0,0.0,3.0,4.222322580645161,-0.75,39.9086046511628,1716.0700000000002,0.0,6,1.2415326876234167,0.32400244105975606,0.9935483870967742,10.183968462549277,13,2.0,0,Standard,Monthly,19.99,apple_pay,Europe,1
641,28,9.0,9,0.0,31.13214285714286,-0.4760950472373318,29,6,4.0,0.0,2.0,1.6679452054794521,-0.6666666666666666,25.1025,100.41,0.0,5,2.037674263005842,0.45097227832289316,0.958904109589041,2.3981603153745072,6,0.0,0,Basic,Monthly,9.99,bank_transfer,Europe,1
642,251,13.0,17,-0.2222222222222222,40.05099601593625,-0.21999020088192064,259,2,19.0,1.0,0.0,1.3608470588235293,1.0,35.25,669.75,0.0,6,1.121902123299877,0.30167171476294735,1.0,13.961892247043364,2,4.0,0,Premium,Monthly,39.99,paypal,Asia,1
643,109,16.0,14,0.13333333333333333,43.99816513761468,0.15001278336458157,123,4,25.0,6.0,7.0,3.197478991596639,-0.125,44.278,1106.95,-0.24158028104123475,6,1.109015169288483,0.22869077434584917,1.0,7.818659658344283,4,2.0,0,Premium,Monthly,39.99,paypal,Asia,0
644,121,10.0,9,0.1,29.708264462809915,0.19129316678912572,144,1,39.0,6.0,7.0,3.1077486910994767,-0.125,41.25307692307692,1608.87,-0.7019818544495207,6,1.8912104177701852,0.24443979466832425,1.0,12.54927726675427,1,0.0,0,Standard,Annual,19.99,credit_card,Asia,0
645,19,4.0,10,-0.5454545454545454,37.589473684210525,-0.24310807514027805,26,6,8.0,2.0,2.0,3.0064197530864196,0.0,39.66,317.28,0.32265895953757223,6,2.4324199198877374,0.29614755164686846,1.0,2.6609724047306176,6,2.0,0,Basic,Monthly,9.99,credit_card,Europe,0
646,276,14.0,14,0.0,13.840217391304348,0.07565953210552512,303,5,39.0,1.0,3.0,1.7987272727272727,-0.5,30.69666666666667,1197.17,-0.8527865404837013,6,1.7024224102381005,0.25367594680327543,0.9863636363636363,21.681997371879106,5,11.0,0,Basic,Monthly,9.99,apple_pay,North America,0
647,533,17.0,17,0.0,21.314446529080676,0.08885941644562342,605,1,135.0,1.0,5.0,3.9025641025641025,-0.6666666666666666,33.461555555555556,4517.31,-0.8445454545454545,6,1.1630780695236405,0.25124063192082163,1.0,34.59264126149803,1,4.0,0,Premium,Monthly,39.99,paypal,Europe,0
648,377,14.0,18,-0.21052631578947367,14.110079575596817,-0.0903013888088515,434,1,100.0,2.0,5.0,3.8727735368956746,-0.5,30.696399999999997,3069.64,0.1775101793294638,6,1.1383951250694098,0.2685237252509648,1.0,25.821287779237842,1,14.0,0,Standard,Annual,19.99,credit_card,Asia,0
649,421,11.0,10,0.09090909090909091,17.709976247030877,-0.2029806259314456,485,3,117.0,0.0,2.0,3.80093916755603,-0.6666666666666666,32.76042735042735,3832.97,0.0,6,1.3556198266420256,0.27465035954902023,0.9861259338313767,30.781865965834427,3,10.0,0,Basic,Annual,9.99,credit_card,Asia,1
650,207,15.0,16,-0.058823529411764705,14.476328502415459,0.1444160272804774,228,2,49.0,3.0,5.0,3.4849532710280378,-0.3333333333333333,33.15571428571429,1624.63,0.04978813559322035,6,1.1983511081264215,0.26513399380084174,1.0,14.060446780551905,2,2.0,0,Basic,Annual,9.99,credit_card,South America,0
651,597,18.0,22,-0.17391304347826086,12.663986599664991,-0.06153787532388356,629,1,118.0,4.0,3.0,4.2307656065959955,0.25,39.67305084745763,4681.42,1.6515127762972257,6,0.685844496612653,0.2406349999772692,1.0,27.890932982917214,1,5.0,0,Standard,Monthly,19.99,credit_card,North America,0
652,444,18.0,18,0.0,30.42454954954955,0.046720239207624754,462,2,65.0,2.0,5.0,2.948733233979136,-0.5,34.155846153846156,2220.13,-0.9046317521895022,6,0.8158109379999804,0.24663563809987807,1.0,22.043363994743757,2,4.0,0,Basic,Monthly,9.99,paypal,Europe,0
653,245,17.0,9,0.8,21.48938775510204,-0.11860935649427573,273,2,63.0,3.0,5.0,4.124129032258065,-0.3333333333333333,46.665079365079364,2939.9,1.2966423992176461,6,1.1892498360577943,0.26215891161811583,0.9935483870967742,15.275952693823916,2,2.0,0,Premium,Monthly,39.99,credit_card,North America,0
654,172,6.0,10,-0.36363636363636365,22.251162790697673,-0.29249577318246855,196,3,25.0,0.0,3.0,1.202211690363349,-0.75,31.6828,792.07,0.0,6,3.2432446721103356,0.2622734417422006,0.8846761453396524,20.795006570302235,3,6.0,0,Standard,Monthly,19.99,bank_transfer,North America,0
655,280,6.0,8,-0.2222222222222222,36.621785714285714,-0.004535833081342607,332,14,73.0,1.0,1.0,2.6390973871733965,0.0,41.00041095890411,2993.03,-0.8045801526717556,6,1.889964922484325,0.23198127517166797,0.9643705463182898,27.660972404730618,14,3.0,0,Standard,Annual,19.99,bank_transfer,Asia,0
656,64,12.0,20,-0.38095238095238093,42.7578125,-0.44393693327919886,65,2,5.0,0.0,1.0,1.2373983739837398,-0.5,48.477999999999994,242.39,0.0,6,1.025348372853971,0.3381445975127007,1.0,4.040735873850197,2,2.0,0,Standard,Monthly,19.99,credit_card,Europe,1
657,520,18.0,20,-0.09523809523809523,23.559038461538464,-0.06464924346629998,533,2,42.0,3.0,1.0,1.5440579710144928,1.0,37.06285714285715,1556.64,1.6790123456790123,6,0.9483123236871978,0.2506476881120441,0.9975845410628019,27.201051248357423,2,1.0,0,Premium,Monthly,39.99,apple_pay,North America,0
658,295,6.0,16,-0.5882352941176471,29.363389830508478,-0.3814372141065369,322,3,56.0,1.0,3.0,2.9958523725834802,-0.5,27.82375,1558.13,-0.45836545875096374,6,1.2772115996987288,0.26692539455842723,0.9964850615114235,18.69250985545335,3,1.0,0,Basic,Monthly,9.99,credit_card,Europe,1
659,488,15.0,17,-0.1111111111111111,40.452254098360655,-0.05386195946576998,533,2,89.0,1.0,3.0,2.4923275068997244,-0.5,30.773370786516853,2738.83,0.21020761245674738,6,1.3724289797256983,0.2586635577152444,0.9981600735970562,35.709592641261494,2,10.0,0,Standard,Monthly,19.99,paypal,South America,0
660,172,5.0,11,-0.5,25.45639534883721,-0.27437121935689285,211,6,54.0,1.0,0.0,3.1131818181818183,1.0,44.026296296296294,2377.42,0.0,6,2.125740861028901,0.2803031068290491,0.9545454545454545,17.345597897503286,6,6.0,0,Premium,Monthly,39.99,credit_card,Europe,1
661,575,22.0,17,0.2777777777777778,41.093391304347826,-0.03849049501223415,631,1,131.0,5.0,1.0,4.052479674796748,2.0,32.902519083969466,4310.2300000000005,0.31267493002798863,6,1.0065034444240217,0.24133646586993063,1.0,32.32588699080158,1,6.0,0,Premium,Monthly,39.99,credit_card,Asia,0
662,163,14.0,12,0.15384615384615385,36.15950920245399,0.06893154408017668,193,1,49.0,5.0,1.0,3.242521739130435,2.0,29.05469387755102,1423.68,5.364236848313281,6,1.7240265862674706,0.26076883338120016,1.0,15.111695137976346,1,0.0,0,Standard,Annual,19.99,paypal,North America,0
663,320,12.0,15,-0.1875,14.437187499999999,0.006264236902050244,348,3,68.0,2.0,4.0,3.9203030303030304,-0.4,49.56911764705882,3370.7,1.2927276898371183,6,0.8409526023141901,0.2619670681791479,1.0,17.345597897503286,3,2.0,0,Basic,Monthly,9.99,credit_card,Europe,1
664,420,20.0,18,0.10526315789473684,28.05857142857143,0.05094124358243024,441,1,33.0,4.0,2.0,1.497049180327869,0.6666666666666666,47.41121212121212,1564.57,5.182898550724638,6,0.8318444627383446,0.25403050895524637,1.0,22.043363994743757,1,5.0,0,Standard,Monthly,19.99,bank_transfer,North America,0
665,129,11.0,16,-0.29411764705882354,22.427906976744186,-0.26907467532467527,137,8,13.0,0.0,2.0,1.428592057761733,-0.6666666666666666,44.63461538461539,580.25,0.0,6,1.5344979947398325,0.31367920785839454,0.9855595667870036,9.099868593955321,8,2.0,0,Basic,Monthly,9.99,bank_transfer,South America,1
666,125,14.0,8,0.6666666666666666,28.453599999999998,-0.03903552408263585,137,2,16.0,2.0,1.0,1.5412658227848102,0.5,37.730000000000004,603.6800000000001,-0.6326674169949353,6,2.0232714723883176,0.2468393886270126,0.9746835443037974,10.38107752956636,2,2.0,0,Standard,Monthly,19.99,bank_transfer,Europe,0
667,419,18.0,16,0.11764705882352941,40.09880668257757,0.0027354041853360784,440,1,46.0,3.0,0.0,1.9025,3.0,31.065217391304348,1429.0,0.0,6,1.062827038955845,0.2525630197318012,1.0,24.178712220762154,1,3.0,0,Basic,Annual,9.99,credit_card,Asia,0
668,324,16.0,16,0.0,13.11574074074074,0.05940594059405933,356,1,71.0,0.0,2.0,3.430539682539683,-0.6666666666666666,36.612535211267605,2599.49,0.0,6,1.2521835785899498,0.27039644909401994,1.0,20.69645203679369,1,2.0,0,Basic,Monthly,9.99,credit_card,Europe,0
669,463,8.0,14,-0.4,37.68574514038877,-0.40519125683060103,479,1,43.0,1.0,1.0,1.7955006858710563,0.0,31.227441860465117,1342.78,8.210098665118979,6,0.9726305530437686,0.27389289440662395,1.0,23.94875164257556,1,6.0,0,Basic,Monthly,9.99,credit_card,Asia,1
670,141,12.0,15,-0.1875,29.384397163120568,-0.07720273738237819,155,2,19.0,1.0,1.0,1.7741104294478527,0.0,27.571052631578947,523.85,2.663716814159292,6,1.4914520326197676,0.24577612069211435,1.0,10.709592641261498,2,6.0,0,Standard,Monthly,19.99,credit_card,Europe,0
671,80,9.0,8,0.1111111111111111,37.9675,-0.16543999999999986,101,2,30.0,0.0,4.0,3.7735537190082646,-0.8,39.219,1176.57,0.0,6,1.8078392705887403,0.24999852318618337,1.0,7.9500657030223385,2,3.0,0,Standard,Monthly,19.99,paypal,North America,1
672,70,13.0,15,-0.125,16.88285714285714,-0.023734629682585186,74,3,9.0,3.0,0.0,1.6807361963190184,3.0,60.57222222222223,545.1500000000001,0.0,6,1.3334760197624789,0.24806070906555988,0.9877300613496933,5.354796320630749,3,0.0,0,Basic,Monthly,9.99,apple_pay,Asia,0
673,76,10.0,8,0.2222222222222222,35.305263157894736,0.11534044298605406,97,2,29.0,5.0,5.0,4.348571428571429,0.0,29.389999999999997,852.31,0.19673174872665558,6,1.4587530724271982,0.2343803471011492,1.0,6.668856767411301,2,1.0,0,Premium,Monthly,39.99,credit_card,North America,1
674,173,12.0,14,-0.13333333333333333,35.08381502890173,0.046162588581361144,195,2,36.0,2.0,1.0,2.838963730569948,0.5,30.95472222222222,1114.37,2.2088528678304242,6,1.3749632760439552,0.25120082064738497,1.0,12.680683311432325,2,5.0,0,Premium,Monthly,39.99,credit_card,North America,0
675,679,20.0,20,0.0,14.28379970544919,-0.04121540312876056,718,3,119.0,2.0,5.0,3.6552573158425834,-0.5,41.47739495798319,4935.81,-0.8248184322564488,6,0.691702445005244,0.2539958256112829,1.0,32.55584756898817,3,9.0,0,Basic,Annual,9.99,apple_pay,Europe,0
676,337,13.0,16,-0.17647058823529413,25.358456973293766,-0.17379554882351925,393,1,109.0,4.0,5.0,4.459623655913979,-0.16666666666666666,27.812477064220182,3031.56,-0.02326752618855764,6,1.237429617408848,0.23888780428610795,0.9973118279569891,24.441524310118265,1,3.0,0,Basic,Monthly,9.99,credit_card,Asia,0
677,431,20.0,17,0.16666666666666666,26.18677494199536,0.01630844227786397,452,1,78.0,3.0,4.0,3.5175111111111113,-0.2,29.958205128205126,2336.74,-0.1407418375657067,6,0.8389625099647696,0.2391253446051415,1.0,22.174770039421812,1,8.0,0,Basic,Annual,9.99,credit_card,North America,0
678,148,13.0,17,-0.2222222222222222,27.554054054054053,-0.24275745062261922,152,3,9.0,0.0,2.0,1.2396380090497738,-0.6666666666666666,56.5,508.5,0.0,6,0.9841121994935601,0.2414239755853132,1.0,7.260183968462549,3,4.0,0,Basic,Annual,9.99,credit_card,Europe,1
679,328,12.0,16,-0.23529411764705882,39.015243902439025,0.20750588106570375,361,1,78.0,4.0,4.0,4.1436649214659695,0.0,45.61282051282051,3557.8,3.002616254536248,6,1.0249744280464657,0.24089946195146456,1.0,18.823915900131404,1,5.0,0,Standard,Monthly,19.99,bank_transfer,Oceania,0
680,92,6.0,13,-0.5,36.709782608695654,0.027235427277872152,105,2,13.0,0.0,0.0,1.1919277108433735,0.0,25.806153846153848,335.48,0.0,6,2.680785919117268,0.2556526922608994,0.9066265060240963,10.90670170827858,2,2.0,0,Standard,Monthly,19.99,bank_transfer,North America,1
681,378,13.0,9,0.4,16.6505291005291,-0.06337498118320044,403,1,46.0,1.0,3.0,1.6829807692307692,-0.5,63.82108695652174,2935.77,-0.948740778427881,6,1.5182336566911308,0.2527785744730091,0.9927884615384615,27.33245729303548,1,6.0,0,Standard,Monthly,19.99,bank_transfer,Oceania,0
682,47,5.0,13,-0.5714285714285714,12.129787234042555,-0.16476683937823824,51,6,5.0,0.0,0.0,1.1707692307692308,0.0,12.714,63.57,0.0,6,2.565151067676132,0.28019053545241573,0.9153846153846154,4.270696452036794,6,1.0,0,Standard,Monthly,19.99,bank_transfer,Asia,1
683,67,3.0,8,-0.5555555555555556,13.917910447761194,-0.31998839570641147,94,7,34.0,0.0,0.0,3.6314385964912286,0.0,24.448235294117648,831.24,0.0,6,2.3382203547361566,0.26000449194370934,0.9333333333333333,9.362680683311432,7,2.0,0,Standard,Monthly,19.99,credit_card,Europe,1
684,124,8.0,7,0.125,16.73467741935484,0.006720430107527026,135,3,19.0,1.0,2.0,1.6291830985915494,-0.3333333333333333,50.864736842105266,966.4300000000001,-0.4636328276935045,6,2.2938638243211464,0.26440693888206745,0.9464788732394366,11.662286465177397,3,2.0,0,Standard,Monthly,19.99,bank_transfer,North America,1
685,180,11.0,17,-0.3333333333333333,30.39944444444444,0.050776291377795144,194,3,31.0,1.0,3.0,2.543504043126685,-0.5,50.16516129032258,1555.12,-0.5110032727683106,6,1.190940724812646,0.2606826030728993,1.0,12.187910643889618,3,3.0,0,Basic,Annual,9.99,credit_card,North America,0
686,344,11.0,8,0.3333333333333333,26.920058139534884,0.09562726430196318,391,2,73.0,1.0,2.0,2.094363807728558,-0.3333333333333333,42.8272602739726,3126.39,0.6927621861152145,6,2.096273896125602,0.25702042866788305,0.9566446748350612,34.85545335085414,2,4.0,0,Premium,Annual,39.99,paypal,Asia,0
687,452,16.0,13,0.21428571428571427,26.450221238938052,-0.30477489768076393,494,1,115.0,3.0,9.0,4.575947712418301,-0.6,41.096,4726.04,-0.7342151534526855,6,0.9542720104035023,0.2607414877477747,1.0,25.131406044678055,1,10.0,0,Standard,Monthly,19.99,paypal,Europe,0
688,78,7.0,9,-0.2,43.56666666666666,-0.06925528832222538,109,3,35.0,2.0,5.0,3.673793103448276,-0.5,30.691142857142857,1074.19,0.4367769433732492,6,2.186268072730984,0.26430137456453856,0.9655172413793103,9.526938239159001,3,3.0,0,Standard,Annual,19.99,credit_card,North America,1
689,128,16.0,11,0.4166666666666667,26.44453125,0.01924175644792672,144,1,23.0,4.0,4.0,2.564542124542125,0.0,45.31999999999999,1042.36,-0.7235030456269393,6,1.2464862462854,0.2681538729811862,1.0,8.968462549277266,1,2.0,0,Standard,Monthly,19.99,credit_card,Oceania,0
690,140,15.0,16,-0.058823529411764705,43.169285714285714,0.07592701589170103,169,2,46.0,2.0,8.0,4.362118380062306,-0.6666666666666666,32.14021739130435,1478.45,-0.9104172226670225,6,1.3224714401485407,0.28586913779561185,1.0,10.545335085413928,2,3.0,0,Basic,Monthly,9.99,credit_card,Europe,0
691,236,14.0,9,0.5,41.516949152542374,0.01699283409462344,275,1,64.0,4.0,2.0,2.6687123287671235,0.6666666666666666,43.437343750000004,2779.9900000000002,0.0013032145960034012,6,2.116522222676241,0.25539317110775184,0.9780821917808219,23.98160315374507,1,1.0,0,Standard,Annual,19.99,credit_card,Asia,0
692,392,5.0,8,-0.3333333333333333,29.248979591836736,-0.17463729177861365,414,4,44.0,0.0,0.0,1.7018551461245237,0.0,51.919772727272736,2284.4700000000003,0.0,6,1.3348364980239706,0.268417298256588,0.9961880559085133,25.854139290407357,4,6.0,0,Premium,Monthly,39.99,paypal,Asia,1
