customer_id,signup_date,plan_type,contract_type,monthly_fee,payment_method,region,is_active,cancel_date,churn,cutoff_date,observation_window_end,tenure_days
566,2023-07-27,Standard,Annual,19.99,apple_pay,South America,1,,0,2025-12-31,2025-12-31,888
567,2023-02-12,Basic,Annual,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,1053
568,2023-07-31,Basic,Annual,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,884
569,2023-09-22,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,831
570,2024-05-21,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,589
571,2023-07-23,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,892
572,2025-09-02,Basic,Monthly,9.99,paypal,South America,1,,0,2025-12-31,2025-12-31,120
573,2024-01-31,Premium,Annual,39.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,700
574,2025-08-12,Basic,Annual,9.99,apple_pay,North America,1,,0,2025-12-31,2025-12-31,141
575,2025-10-19,Premium,Monthly,39.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,73
576,2025-03-17,Basic,Monthly,9.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,289
577,2024-05-26,Basic,Monthly,9.99,credit_card,North America,0,2025-01-05,1,2025-01-05,2025-12-31,224
578,2023-03-07,Standard,Monthly,19.99,apple_pay,Asia,0,2025-01-31,1,2025-01-31,2025-12-31,696
579,2025-08-12,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,141
580,2025-01-16,Standard,Monthly,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,349
581,2024-02-05,Basic,Monthly,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,695
582,2024-06-26,Standard,Monthly,19.99,credit_card,Europe,0,2025-09-23,1,2025-09-23,2025-12-31,454
583,2023-08-01,Standard,Monthly,19.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,883
584,2024-05-02,Standard,Annual,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,608
585,2024-08-19,Basic,Monthly,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,499
586,2025-10-24,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,68
587,2024-11-10,Standard,Monthly,19.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,416
588,2025-04-01,Basic,Monthly,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,274
589,2025-10-31,Basic,Annual,9.99,apple_pay,Asia,1,,0,2025-12-31,2025-12-31,61
590,2024-08-22,Basic,Annual,9.99,bank_transfer,South America,1,,0,2025-12-31,2025-12-31,496
591,2025-02-11,Standard,Monthly,19.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,323
592,2023-09-08,Basic,Monthly,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,845
593,2023-11-02,Standard,Annual,19.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,790
594,2025-05-01,Standard,Annual,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,244
595,2024-12-21,Standard,Monthly,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,375
596,2025-07-22,Basic,Monthly,9.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,162
597,2025-06-11,Standard,Monthly,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,203
598,2023-03-17,Standard,Monthly,19.99,credit_card,North America,0,2024-04-17,1,2024-04-17,2025-12-31,397
599,2023-05-18,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,958
600,2023-05-09,Premium,Annual,39.99,paypal,North America,1,,0,2025-12-31,2025-12-31,967
601,2024-05-03,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,607
602,2025-06-20,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,194
603,2024-03-12,Premium,Monthly,39.99,paypal,North America,1,,0,2025-12-31,2025-12-31,659
604,2025-08-14,Basic,Monthly,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,139
605,2025-06-16,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,198
606,2024-07-06,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,543
607,2024-01-02,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,729
608,2023-10-22,Basic,Monthly,9.99,credit_card,Europe,0,2025-01-09,1,2025-01-09,2025-12-31,445
609,2025-05-18,Basic,Monthly,9.99,apple_pay,North America,1,,0,2025-12-31,2025-12-31,227
610,2023-04-19,Basic,Monthly,9.99,credit_card,Asia,0,2024-06-02,1,2024-06-02,2025-12-31,410
611,2023-11-10,Premium,Annual,39.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,782
612,2023-12-16,Standard,Monthly,19.99,paypal,Europe,0,2024-07-23,1,2024-07-23,2025-12-31,220
613,2024-09-21,Premium,Monthly,39.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,466
614,2024-11-12,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,414
615,2025-01-31,Premium,Monthly,39.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,334
616,2024-06-16,Basic,Annual,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,563
617,2023-02-04,Standard,Monthly,19.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,1061
618,2023-01-01,Basic,Monthly,9.99,paypal,Europe,0,2024-02-21,1,2024-02-21,2025-12-31,416
619,2025-05-12,Standard,Monthly,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,233
620,2024-10-15,Basic,Monthly,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,442
621,2024-08-06,Basic,Monthly,9.99,bank_transfer,Asia,0,2025-02-21,1,2025-02-21,2025-12-31,199
622,2024-08-03,Standard,Monthly,19.99,paypal,South America,1,,0,2025-12-31,2025-12-31,515
623,2024-12-31,Basic,Annual,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,365
624,2024-02-09,Standard,Monthly,19.99,bank_transfer,Asia,1,,0,2025-12-31,2025-12-31,691
625,2024-06-01,Standard,Annual,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,578
626,2025-09-20,Premium,Monthly,39.99,apple_pay,North America,1,,0,2025-12-31,2025-12-31,102
627,2024-05-13,Premium,Annual,39.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,597
628,2025-05-07,Basic,Monthly,9.99,bank_transfer,Asia,1,,0,2025-12-31,2025-12-31,238
629,2023-07-31,Basic,Monthly,9.99,credit_card,North America,0,2024-05-12,1,2024-05-12,2025-12-31,286
630,2023-11-17,Basic,Monthly,9.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,775
631,2025-03-08,Basic,Annual,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,298
632,2025-04-01,Premium,Monthly,39.99,paypal,North America,0,2025-12-29,1,2025-12-29,2025-12-31,272
633,2024-09-09,Standard,Annual,19.99,paypal,Oceania,1,,0,2025-12-31,2025-12-31,478
634,2023-11-29,Standard,Monthly,19.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,763
635,2023-04-15,Standard,Monthly,19.99,apple_pay,Asia,0,2025-10-29,1,2025-10-29,2025-12-31,928
636,2025-06-16,Standard,Monthly,19.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,198
637,2023-04-19,Standard,Monthly,19.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,987
638,2025-07-18,Basic,Monthly,9.99,paypal,Asia,0,2025-11-23,1,2025-11-23,2025-12-31,128
639,2025-08-30,Basic,Monthly,9.99,credit_card,Europe,0,2025-11-27,1,2025-11-27,2025-12-31,89
640,2024-03-24,Standard,Monthly,19.99,apple_pay,Europe,0,2025-01-28,1,2025-01-28,2025-12-31,310
641,2025-10-18,Basic,Monthly,9.99,bank_transfer,Europe,0,2025-12-30,1,2025-12-30,2025-12-31,73
642,2024-04-04,Premium,Monthly,39.99,paypal,Asia,0,2025-06-03,1,2025-06-03,2025-12-31,425
643,2025-05-07,Premium,Monthly,39.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,238
644,2024-12-14,Standard,Annual,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,382
645,2025-10-11,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,81
646,2024-03-11,Basic,Monthly,9.99,apple_pay,North America,1,,0,2025-12-31,2025-12-31,660
647,2023-02-12,Premium,Monthly,39.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,1053
648,2023-11-06,Standard,Annual,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,786
649,2023-05-23,Basic,Annual,9.99,credit_card,Asia,0,2025-12-15,1,2025-12-15,2025-12-31,937
650,2024-10-29,Basic,Annual,9.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,428
651,2023-09-04,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,849
652,2024-02-29,Basic,Monthly,9.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,671
653,2024-09-22,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,465
654,2024-04-07,Standard,Monthly,19.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,633
655,2023-09-11,Standard,Annual,19.99,bank_transfer,Asia,1,,0,2025-12-31,2025-12-31,842
656,2024-09-16,Standard,Monthly,19.99,credit_card,Europe,0,2025-01-17,1,2025-01-17,2025-12-31,123
657,2023-09-25,Premium,Monthly,39.99,apple_pay,North America,1,,0,2025-12-31,2025-12-31,828
658,2024-03-08,Basic,Monthly,9.99,credit_card,Europe,0,2025-09-28,1,2025-09-28,2025-12-31,569
659,2023-01-09,Standard,Monthly,19.99,paypal,South America,1,,0,2025-12-31,2025-12-31,1087
660,2023-08-31,Premium,Monthly,39.99,credit_card,Europe,0,2025-02-09,1,2025-02-09,2025-12-31,528
661,2023-04-22,Premium,Monthly,39.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,984
662,2024-09-27,Standard,Annual,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,460
663,2024-06-27,Basic,Monthly,9.99,credit_card,Europe,0,2025-12-07,1,2025-12-07,2025-12-31,528
664,2024-02-29,Standard,Monthly,19.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,671
665,2024-05-30,Basic,Monthly,9.99,bank_transfer,South America,0,2025-03-03,1,2025-03-03,2025-12-31,277
666,2025-02-18,Standard,Monthly,19.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,316
667,2023-12-26,Basic,Annual,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,736
668,2024-04-10,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,630
669,2023-03-25,Basic,Monthly,9.99,credit_card,Asia,0,2025-03-23,1,2025-03-23,2025-12-31,729
670,2025-02-08,Standard,Monthly,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,326
671,2024-04-17,Standard,Monthly,19.99,paypal,North America,0,2024-12-15,1,2024-12-15,2025-12-31,242
672,2025-07-21,Basic,Monthly,9.99,apple_pay,Asia,1,,0,2025-12-31,2025-12-31,163
673,2024-10-12,Premium,Monthly,39.99,credit_card,North America,0,2025-05-03,1,2025-05-03,2025-12-31,203
674,2024-12-10,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,386
675,2023-04-15,Basic,Annual,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,991
676,2023-12-18,Basic,Monthly,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,744
677,2024-02-25,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,675
678,2025-05-14,Basic,Annual,9.99,credit_card,Europe,0,2025-12-21,1,2025-12-21,2025-12-31,221
679,2024-06-06,Standard,Monthly,19.99,bank_transfer,Oceania,1,,0,2025-12-31,2025-12-31,573
680,2024-11-27,Standard,Monthly,19.99,bank_transfer,North America,0,2025-10-25,1,2025-10-25,2025-12-31,332
681,2023-09-21,Standard,Monthly,19.99,bank_transfer,Oceania,1,,0,2025-12-31,2025-12-31,832
682,2025-07-13,Standard,Monthly,19.99,bank_transfer,Asia,0,2025-11-20,1,2025-11-20,2025-12-31,130
683,2024-07-18,Standard,Monthly,19.99,credit_card,Europe,0,2025-04-29,1,2025-04-29,2025-12-31,285
684,2023-09-10,Standard,Monthly,19.99,bank_transfer,North America,0,2024-08-30,1,2024-08-30,2025-12-31,355
685,2024-12-25,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,371
686,2023-02-04,Premium,Annual,39.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,1061
687,2023-11-27,Standard,Monthly,19.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,765
688,2023-03-23,Standard,Annual,19.99,credit_card,North America,0,2024-01-07,1,2024-01-07,2025-12-31,290
689,2025-04-02,Standard,Monthly,19.99,credit_card,Oceania,1,,0,2025-12-31,2025-12-31,273
690,2025-02-13,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,321
691,2024-01-01,Standard,Annual,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,730
692,2023-01-11,Premium,Monthly,39.99,paypal,Asia,0,2025-03-08,1,2025-03-08,2025-12-31,787
693,2024-04-07,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,633
694,2023-11-28,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,764
695,2023-11-30,Premium,Monthly,39.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,762
696,2025-09-27,Premium,Monthly,39.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,95
697,2025-04-05,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,270
698,2023-03-06,Premium,Monthly,39.99,paypal,North America,1,,0,2025-12-31,2025-12-31,1031
699,2023-05-28,Premium,Annual,39.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,948
700,2024-01-05,Basic,Monthly,9.99,paypal,Europe,0,2025-04-09,1,2025-04-09,2025-12-31,460
701,2025-01-18,Standard,Annual,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,347
702,2023-06-05,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,940
703,2023-01-22,Basic,Monthly,9.99,paypal,North America,0,2024-04-12,1,2024-04-12,2025-12-31,446
704,2023-11-16,Standard,Monthly,19.99,credit_card,Oceania,1,,0,2025-12-31,2025-12-31,776
705,2023-03-26,Standard,Annual,19.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,1011
706,2024-07-23,Premium,Annual,39.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,526
707,2025-05-24,Standard,Monthly,19.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,221
708,2023-01-08,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,1088
709,2025-09-26,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,96
710,2024-11-25,Basic,Annual,9.99,paypal,Oceania,1,,0,2025-12-31,2025-12-31,401
711,2024-11-06,Premium,Annual,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,420
712,2025-03-01,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,305
713,2024-05-07,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,603
714,2024-07-10,Basic,Monthly,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,539
715,2025-02-20,Standard,Monthly,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,314
716,2023-08-24,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,860
717,2025-08-21,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,132
718,2025-04-22,Basic,Annual,9.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,253
719,2025-09-11,Basic,Monthly,9.99,bank_transfer,North America,0,2025-11-10,1,2025-11-10,2025-12-31,60
720,2025-09-25,Standard,Annual,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,97
721,2024-01-16,Standard,Annual,19.99,paypal,Europe,0,2025-12-26,1,2025-12-26,2025-12-31,710
722,2025-05-18,Standard,Monthly,19.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,227
723,2024-08-04,Standard,Monthly,19.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,514
724,2024-07-05,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,544
725,2025-08-09,Basic,Annual,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,144
726,2024-07-19,Basic,Annual,9.99,credit_card,Europe,0,2025-06-11,1,2025-06-11,2025-12-31,327
727,2024-07-27,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,522
728,2024-06-23,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,556
729,2025-04-30,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,245
730,2024-05-14,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,596
731,2024-10-08,Standard,Annual,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,449
732,2023-11-03,Basic,Monthly,9.99,bank_transfer,South America,1,,0,2025-12-31,2025-12-31,789
733,2023-04-29,Standard,Annual,19.99,credit_card,Asia,0,2024-02-21,1,2024-02-21,2025-12-31,298
734,2023-11-17,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,775
735,2024-08-14,Basic,Monthly,9.99,credit_card,Asia,0,2025-05-07,1,2025-05-07,2025-12-31,266
736,2023-10-06,Basic,Monthly,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,817
737,2023-03-08,Basic,Monthly,9.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,1029
738,2023-08-21,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,863
739,2023-08-03,Standard,Monthly,19.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,881
740,2025-03-17,Basic,Monthly,9.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,289
741,2024-01-08,Premium,Monthly,39.99,paypal,North America,1,,0,2025-12-31,2025-12-31,723
742,2023-01-01,Basic,Monthly,9.99,paypal,Europe,0,2025-12-21,1,2025-12-21,2025-12-31,1085
743,2024-05-26,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,584
744,2024-07-18,Standard,Annual,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,531
745,2025-03-22,Basic,Annual,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,284
746,2023-10-09,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,814
747,2025-01-20,Basic,Monthly,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,345
748,2024-01-02,Standard,Annual,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,729
749,2025-05-26,Standard,Monthly,19.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,219
750,2023-07-26,Standard,Annual,19.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,889
751,2023-12-23,Standard,Monthly,19.99,apple_pay,North America,1,,0,2025-12-31,2025-12-31,739
752,2023-11-06,Basic,Monthly,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,786
753,2025-05-21,Basic,Monthly,9.99,credit_card,North America,0,2025-10-28,1,2025-10-28,2025-12-31,160
754,2024-01-28,Basic,Monthly,9.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,703
755,2023-08-29,Basic,Annual,9.99,apple_pay,South America,1,,0,2025-12-31,2025-12-31,855
756,2025-03-15,Basic,Monthly,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,291
757,2023-12-17,Basic,Annual,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,745
758,2024-02-24,Standard,Monthly,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,676
759,2023-11-21,Basic,Monthly,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,771
760,2023-12-28,Basic,Monthly,9.99,credit_card,Asia,0,2024-08-02,1,2024-08-02,2025-12-31,218
761,2025-01-04,Standard,Monthly,19.99,credit_card,South America,1,,0,2025-12-31,2025-12-31,361
762,2024-08-14,Standard,Monthly,19.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,504
763,2024-12-03,Basic,Annual,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,393
764,2025-06-21,Premium,Monthly,39.99,bank_transfer,Asia,0,2025-09-12,1,2025-09-12,2025-12-31,83
765,2023-07-16,Basic,Monthly,9.99,apple_pay,North America,0,2025-09-08,1,2025-09-08,2025-12-31,785
766,2024-04-22,Basic,Monthly,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,618
767,2023-07-09,Standard,Monthly,19.99,credit_card,North America,0,2025-10-29,1,2025-10-29,2025-12-31,843
768,2024-12-24,Premium,Monthly,39.99,paypal,North America,1,,0,2025-12-31,2025-12-31,372
769,2024-02-21,Basic,Monthly,9.99,credit_card,Europe,0,2025-12-23,1,2025-12-23,2025-12-31,671
770,2024-08-29,Basic,Monthly,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,489
771,2024-03-09,Premium,Monthly,39.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,662
772,2025-07-03,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,181
773,2023-01-06,Standard,Annual,19.99,bank_transfer,Europe,1,,0,2025-12-31,2025-12-31,1090
774,2023-07-03,Standard,Annual,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,912
775,2025-01-07,Basic,Monthly,9.99,bank_transfer,South America,0,2025-04-12,1,2025-04-12,2025-12-31,95
776,2023-03-18,Standard,Monthly,19.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,1019
777,2025-06-26,Standard,Monthly,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,188
778,2025-03-25,Basic,Monthly,9.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,281
779,2023-10-25,Basic,Monthly,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,798
780,2024-01-28,Premium,Monthly,39.99,bank_transfer,South America,1,,0,2025-12-31,2025-12-31,703
781,2023-12-28,Basic,Monthly,9.99,credit_card,Europe,0,2024-10-25,1,2024-10-25,2025-12-31,302
782,2023-01-23,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,1073
783,2023-01-10,Basic,Monthly,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,1086
784,2023-02-28,Basic,Annual,9.99,paypal,Asia,1,,0,2025-12-31,2025-12-31,1037
785,2025-09-14,Basic,Monthly,9.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,108
786,2024-11-25,Basic,Monthly,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,401
787,2025-10-09,Standard,Monthly,19.99,paypal,North America,1,,0,2025-12-31,2025-12-31,83
788,2025-03-30,Premium,Monthly,39.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,276
789,2024-04-18,Basic,Monthly,9.99,credit_card,North America,0,2025-02-23,1,2025-02-23,2025-12-31,311
790,2023-03-14,Basic,Monthly,9.99,credit_card,Oceania,1,,0,2025-12-31,2025-12-31,1023
791,2025-08-21,Basic,Monthly,9.99,credit_card,North America,0,2025-10-15,1,2025-10-15,2025-12-31,55
792,2023-03-08,Basic,Monthly,9.99,credit_card,Europe,0,2024-03-05,1,2024-03-05,2025-12-31,363
793,2024-11-27,Basic,Annual,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,399
794,2024-09-08,Basic,Monthly,9.99,credit_card,Europe,0,2025-12-22,1,2025-12-22,2025-12-31,470
795,2025-01-02,Basic,Monthly,9.99,paypal,Europe,0,2025-08-30,1,2025-08-30,2025-12-31,240
796,2025-07-18,Standard,Monthly,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,166
797,2023-01-11,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,1085
798,2023-12-28,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,734
799,2023-06-03,Standard,Annual,19.99,bank_transfer,Asia,1,,0,2025-12-31,2025-12-31,942
800,2023-05-26,Standard,Annual,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,950
801,2025-05-01,Premium,Monthly,39.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,244
802,2023-08-11,Standard,Monthly,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,873
803,2023-06-22,Standard,Annual,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,923
804,2025-07-29,Standard,Monthly,19.99,credit_card,Europe,1,,0,2025-12-31,2025-12-31,155
805,2023-01-29,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,1067
806,2024-11-07,Basic,Monthly,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,419
807,2024-04-28,Standard,Annual,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,612
808,2025-06-03,Basic,Monthly,9.99,bank_transfer,Asia,1,,0,2025-12-31,2025-12-31,211
809,2025-01-26,Basic,Annual,9.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,339
810,2023-06-26,Basic,Annual,9.99,paypal,North America,0,2025-06-06,1,2025-06-06,2025-12-31,711
811,2023-10-14,Standard,Monthly,19.99,apple_pay,Asia,1,,0,2025-12-31,2025-12-31,809
812,2023-12-27,Premium,Annual,39.99,paypal,Europe,1,,0,2025-12-31,2025-12-31,735
813,2024-10-21,Basic,Monthly,9.99,apple_pay,South America,1,,0,2025-12-31,2025-12-31,436
814,2024-06-12,Standard,Annual,19.99,credit_card,North America,0,2025-12-30,1,2025-12-30,2025-12-31,566
815,2025-05-18,Standard,Monthly,19.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,227
816,2025-03-22,Standard,Annual,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,284
817,2024-08-05,Basic,Monthly,9.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,513
818,2024-09-26,Basic,Monthly,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,461
819,2025-06-29,Standard,Monthly,19.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,185
820,2024-04-08,Basic,Monthly,9.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,632
821,2025-06-23,Basic,Annual,9.99,credit_card,North America,1,,0,2025-12-31,2025-12-31,191
822,2023-02-11,Basic,Monthly,9.99,bank_transfer,North America,1,,0,2025-12-31,2025-12-31,1054
823,2025-10-07,Premium,Annual,39.99,apple_pay,Europe,1,,0,2025-12-31,2025-12-31,85
824,2024-10-27,Basic,Annual,9.99,credit_card,Asia,1,,0,2025-12-31,2025-12-31,430
825,2025-10-31,Basic,Monthly,9.99,bank_transfer,Asia,1,,0,2025-12-31,2025-12-31,61
826,2023-09-28,Premium,Monthly,39.99,paypal,Europe,0,2024-05-15,1,2024-05-15,2025-12-31,230
827,2024-03-16,Basic,Annual,9.99,paypal,North America,1,,0,2025-12-31,2025-12-31,655
828,2023-09-15,Basic,Monthly,9.99,credit_card,North America,0,2025-07-21,1,2025-07-21,2025-12-31,675
